x,y,z
-1.5500000715255737,-0.45000001788139343,-0.08100485801696777
-1.5500000715255737,-0.3499999940395355,-0.08100485801696777
-1.5500000715255737,-0.25,-0.08100485801696777
-1.5500000715255737,-0.15000000596046448,-0.08100485801696777
-1.5500000715255737,-0.05000000074505806,-0.08100485801696777
-1.4486464262008667,-0.75,-0.11753170192241669
-1.4986464977264404,-0.75,-0.09951218962669373
-1.4486464262008667,-0.6500000357627869,-0.11753170192241669
-1.4986464977264404,-0.6500000357627869,-0.09951218962669373
-1.4486464262008667,-0.550000011920929,-0.11753170192241669
-1.4986464977264404,-0.550000011920929,-0.09951218962669373
-1.4486464262008667,-0.45000001788139343,-0.11753170192241669
-1.4986464977264404,-0.45000001788139343,-0.09951218962669373
-1.4486464262008667,-0.3499999940395355,-0.11753170192241669
-1.4986464977264404,-0.3499999940395355,-0.09951218962669373
-1.4486464262008667,-0.25,-0.11753170192241669
-1.4986464977264404,-0.25,-0.09951218962669373
-1.4486464262008667,-0.15000000596046448,-0.11753170192241669
-1.4986464977264404,-0.15000000596046448,-0.09951218962669373
-1.4486464262008667,-0.05000000074505806,-0.11753170192241669
-1.4986464977264404,-0.05000000074505806,-0.09951218962669373
-1.350000023841858,-0.75,-0.1530829221010208
-1.350000023841858,-0.6500000357627869,-0.1530829221010208
-1.350000023841858,-0.550000011920929,-0.1530829221010208
-1.350000023841858,-0.45000001788139343,-0.1530829221010208
-1.350000023841858,-0.3499999940395355,-0.1530829221010208
-1.350000023841858,-0.25,-0.1530829221010208
-1.350000023841858,-0.15000000596046448,-0.1530829221010208
-1.350000023841858,-0.05000000074505806,-0.1530829221010208
-1.2099080085754395,-0.75,-0.20357073843479156
-1.2599079608917236,-0.75,-0.1855512261390686
-1.2099080085754395,-0.6500000357627869,-0.20357073843479156
-1.2599079608917236,-0.6500000357627869,-0.1855512261390686
-1.2099080085754395,-0.550000011920929,-0.20357073843479156
-1.2599079608917236,-0.550000011920929,-0.1855512261390686
-1.2099080085754395,-0.45000001788139343,-0.20357073843479156
-1.2599079608917236,-0.45000001788139343,-0.1855512261390686
-1.2099080085754395,-0.3499999940395355,-0.20357073843479156
-1.2599079608917236,-0.3499999940395355,-0.1855512261390686
-1.2099080085754395,-0.25,-0.20357073843479156
-1.2599079608917236,-0.25,-0.1855512261390686
-1.2099080085754395,-0.15000000596046448,-0.20357073843479156
-1.2599079608917236,-0.15000000596046448,-0.1855512261390686
-1.2099080085754395,-0.05000000074505806,-0.20357073843479156
-1.2599079608917236,-0.05000000074505806,-0.1855512261390686
-1.149999976158142,-0.75,-0.22516097128391266
-1.149999976158142,-0.6500000357627869,-0.22516097128391266
-1.149999976158142,-0.550000011920929,-0.22516097128391266
-1.149999976158142,-0.45000001788139343,-0.22516097128391266
-1.149999976158142,-0.3499999940395355,-0.22516097128391266
-1.149999976158142,-0.25,-0.22516097128391266
-1.149999976158142,-0.15000000596046448,-0.22516097128391266
-1.149999976158142,-0.05000000074505806,-0.22516097128391266
-1.0500000715255737,-0.75,-0.2612000107765198
-1.0500000715255737,-0.6500000357627869,-0.2612000107765198
-1.0500000715255737,-0.550000011920929,-0.2612000107765198
-1.0500000715255737,-0.45000001788139343,-0.2612000107765198
-1.0500000715255737,-0.3499999940395355,-0.2612000107765198
-1.0500000715255737,-0.25,-0.2612000107765198
-1.0500000715255737,-0.15000000596046448,-0.2612000107765198
-1.0500000715255737,-0.05000000074505806,-0.2612000107765198
-0.9211694598197937,-0.75,-0.3076292872428894
-0.9711694717407227,-0.75,-0.28960976004600525
-0.9211694598197937,-0.6500000357627869,-0.3076292872428894
-0.9711694717407227,-0.6500000357627869,-0.28960976004600525
-0.9211694598197937,-0.550000011920929,-0.3076292872428894
-0.9711694717407227,-0.550000011920929,-0.28960976004600525
-0.9211694598197937,-0.45000001788139343,-0.3076292872428894
-0.9711694717407227,-0.45000001788139343,-0.28960976004600525
-0.9211694598197937,-0.3499999940395355,-0.3076292872428894
-0.9711694717407227,-0.3499999940395355,-0.28960976004600525
-0.9211694598197937,-0.25,-0.3076292872428894
-0.9711694717407227,-0.25,-0.28960976004600525
-0.9211694598197937,-0.15000000596046448,-0.3076292872428894
-0.9711694717407227,-0.15000000596046448,-0.28960976004600525
